Rule_ID,Category,Business_Rule_Plain_English,Primary_IRS_Authority,source_file
BR-0105,CREDITS: EITC/CTC/EDU,"When calculating EIC for the scenario '2 qualifying children', validate the qualifying-child roster and prevent duplicate use of the same child on multiple returns unless tie-breaker rules resolve it (Pub. 596).",Publication 596 (2025) – Earned Income Credit rules; Instructions for Form 1040 (2025) – credits & schedules references; Publication 970 – education benefits overview,us_individual_tax_business_rules_1000_2025.csv
BR-0106,CREDITS: EITC/CTC/EDU,"When calculating EIC for the scenario '2 qualifying children', require an earned income confirmation step and store the exact earned-income inputs used for audit support (Pub. 596).",Publication 596 (2025) – Earned Income Credit rules; Instructions for Form 1040 (2025) – credits & schedules references; Publication 970 – education benefits overview,us_individual_tax_business_rules_1000_2025.csv
BR-0107,CREDITS: EITC/CTC/EDU,"When calculating EIC for the scenario '3+ qualifying children', validate the qualifying-child roster and prevent duplicate use of the same child on multiple returns unless tie-breaker rules resolve it (Pub. 596).",Publication 596 (2025) – Earned Income Credit rules; Instructions for Form 1040 (2025) – credits & schedules references; Publication 970 – education benefits overview,us_individual_tax_business_rules_1000_2025.csv
BR-0108,CREDITS: EITC/CTC/EDU,"When calculating EIC for the scenario '3+ qualifying children', require an earned income confirmation step and store the exact earned-income inputs used for audit support (Pub. 596).",Publication 596 (2025) – Earned Income Credit rules; Instructions for Form 1040 (2025) – credits & schedules references; Publication 970 – education benefits overview,us_individual_tax_business_rules_1000_2025.csv
BR-0109,ADJUSTMENTS (SCH 1),"For traditional IRA activity, enforce contribution-year labeling, track excess contribution carryovers, and compute any excise-tax trigger flags per IRA rules (Pub. 590-A).",Publication 17 (2025) – adjustments overview; Publication 590-A (2025 draft) – IRA contribution & eligibility basics,us_individual_tax_business_rules_1000_2025.csv
BR-0110,ADJUSTMENTS (SCH 1),"For traditional IRA activity, require age as-of-year-end and earned compensation fields because eligibility/limits depend on them (Pub. 590-A).",Publication 17 (2025) – adjustments overview; Publication 590-A (2025 draft) – IRA contribution & eligibility basics,us_individual_tax_business_rules_1000_2025.csv
BR-0111,ADJUSTMENTS (SCH 1),"For Roth IRA activity, enforce contribution-year labeling, track excess contribution carryovers, and compute any excise-tax trigger flags per IRA rules (Pub. 590-A).",Publication 17 (2025) – adjustments overview; Publication 590-A (2025 draft) – IRA contribution & eligibility basics,us_individual_tax_business_rules_1000_2025.csv
BR-0112,ADJUSTMENTS (SCH 1),"For Roth IRA activity, require age as-of-year-end and earned compensation fields because eligibility/limits depend on them (Pub. 590-A).",Publication 17 (2025) – adjustments overview; Publication 590-A (2025 draft) – IRA contribution & eligibility basics,us_individual_tax_business_rules_1000_2025.csv
BR-0113,ADJUSTMENTS (SCH 1),"For spousal IRA activity, enforce contribution-year labeling, track excess contribution carryovers, and compute any excise-tax trigger flags per IRA rules (Pub. 590-A).",Publication 17 (2025) – adjustments overview; Publication 590-A (2025 draft) – IRA contribution & eligibility basics,us_individual_tax_business_rules_1000_2025.csv
BR-0114,ADJUSTMENTS (SCH 1),"For spousal IRA activity, require age as-of-year-end and earned compensation fields because eligibility/limits depend on them (Pub. 590-A).",Publication 17 (2025) – adjustments overview; Publication 590-A (2025 draft) – IRA contribution & eligibility basics,us_individual_tax_business_rules_1000_2025.csv
BR-0115,ADJUSTMENTS (SCH 1),"For rollover activity, enforce contribution-year labeling, track excess contribution carryovers, and compute any excise-tax trigger flags per IRA rules (Pub. 590-A).",Publication 17 (2025) – adjustments overview; Publication 590-A (2025 draft) – IRA contribution & eligibility basics,us_individual_tax_business_rules_1000_2025.csv
BR-0116,ADJUSTMENTS (SCH 1),"For rollover activity, require age as-of-year-end and earned compensation fields because eligibility/limits depend on them (Pub. 590-A).",Publication 17 (2025) – adjustments overview; Publication 590-A (2025 draft) – IRA contribution & eligibility basics,us_individual_tax_business_rules_1000_2025.csv
BR-0117,ADJUSTMENTS (SCH 1),"For conversion activity, enforce contribution-year labeling, track excess contribution carryovers, and compute any excise-tax trigger flags per IRA rules (Pub. 590-A).",Publication 17 (2025) – adjustments overview; Publication 590-A (2025 draft) – IRA contribution & eligibility basics,us_individual_tax_business_rules_1000_2025.csv
BR-0118,ADJUSTMENTS (SCH 1),"For conversion activity, require age as-of-year-end and earned compensation fields because eligibility/limits depend on them (Pub. 590-A).",Publication 17 (2025) – adjustments overview; Publication 590-A (2025 draft) – IRA contribution & eligibility basics,us_individual_tax_business_rules_1000_2025.csv
BR-0119,INTAKE & IDENTITY,"If taxpayer uses an ITIN, require ITIN validity check and document upload; block filing if missing.",Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0120,INTAKE & IDENTITY,"Normalize names exactly as on SSA/IRS records; if mismatch detected, warn about e-file reject risk.",Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0121,INTAKE & IDENTITY,Collect bank account details for direct deposit only after identity fields are validated; encrypt at rest.,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0122,FILING REQUIREMENTS,"If the taxpayer had a major life event (marriage/divorce/death), require event date and supporting documents.",Instructions for Form 1040 (2025) (i1040gi.pdf) – filing forms and due date; Publication 17 (2025) – general filing rules,us_individual_tax_business_rules_1000_2025.csv
BR-0123,FILING REQUIREMENTS,"If a spouse died during the year, route to qualifying surviving spouse eligibility checks and special signature rules.",Instructions for Form 1040 (2025) (i1040gi.pdf) – filing forms and due date; Publication 17 (2025) – general filing rules,us_individual_tax_business_rules_1000_2025.csv
BR-0124,INCOME: INTEREST/DIV,"If 1099-INT shows early withdrawal penalty, route penalty amount to adjustments module rather than income.",Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0125,INCOME: INTEREST/DIV,"If payer reports foreign tax paid, route to foreign tax credit/ deduction decision module.",Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0126,INCOME: CAPITAL GAINS,"Require acquisition date, sale date, proceeds, and cost basis for each lot; do not accept 'net only' except when IRS permits summaries with statement attachments.",Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0127,INCOME: CAPITAL GAINS,"If basis is missing, default to 'basis unknown' and flag as high risk; require brokerage statement upload.",Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0128,INCOME: RENTAL/ROYALTY,"Require property address, days rented, personal use days, and ownership percentage; allocate income/expenses accordingly.",Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0129,INCOME: RETIREMENT/SS,"If 1099-R indicates rollover, require rollover destination and date to validate tax-free treatment.",Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0130,ADJUSTMENTS (SCH 1),"If student loan interest is claimed, require Form 1098-E amount and modified AGI computation inputs.",Publication 17 (2025) – adjustments overview; Publication 590-A (2025 draft) – IRA contribution & eligibility basics,us_individual_tax_business_rules_1000_2025.csv
BR-0131,DEDUCTIONS: ITEMIZED,"If SALT deduction is taken, require state/local tax paid details and enforce annual caps applicable for the year.",Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0132,DEDUCTIONS: ITEMIZED,"If charitable contributions are claimed, require substantiation level based on contribution type and amount (cash vs noncash).",Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0133,PAYMENTS & WITHHOLDING,Reconcile withholding across W-2/1099 forms and ensure it is not double-counted when multiple imports occur.,Publication 505 (2025) – withholding and estimated tax (listed on IRS eBooks index),us_individual_tax_business_rules_1000_2025.csv
BR-0134,PAYMENTS & WITHHOLDING,"If estimated payments exist, require payment dates and amounts; allocate to the correct tax year.",Publication 505 (2025) – withholding and estimated tax (listed on IRS eBooks index),us_individual_tax_business_rules_1000_2025.csv
BR-0135,PENALTIES/INTEREST/ADMIN,"Maintain a per-rule audit trail: inputs used, computations performed, and outputs generated for defendability.",Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0136,PENALTIES/INTEREST/ADMIN,Generate a 'missing documents' checklist at intake and update it dynamically as forms are imported.,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0137,INTAKE & IDENTITY,(data validation) Block negative values where IRS disallows them on the line (except for explicit loss lines).,Publication 17 (2025) – general rules,us_individual_tax_business_rules_1000_2025.csv
BR-0138,FILING REQUIREMENTS,(data validation) Require supporting statement generation when schedule totals are derived from summaries (attachable statement).,Instructions for Form 1040 (2025) (i1040gi.pdf) – filing forms and due date; Publication 17 (2025) – general filing rules,us_individual_tax_business_rules_1000_2025.csv
